seq,code,name,eps,revenue,rev_yoy,rev_qoq,net_profit,profit_yoy,profit_qoq,bps,roe,cps,gross_margin,industry,pub_date,report_date
7936,835383,ST中彩股,-0.52,18189367.2,-63.1713202503,,-10465941.34,-241.6,,0.72285066,-53.15,-0.9860460145,37.0624004446,,2025-08-22,20250630
7937,835372,三扬轴业,0.25,57864590.6,15.6734228855,,4887308.07,-6.66,,4.284818416105,5.93,0.344973388976,28.3472159743,,2025-08-22,20250630
7938,835370,东江菲特,-0.07,29169424.63,33.8336064777,,-4162047.58,11.13,,0.644406271967,-10.71,-0.076077896792,10.6362799725,,2025-08-22,20250630
7939,835338,赛孚股份,-0.07,16111169.43,1.3114668248,,-1384098.03,-6.5,,1.38478785101,-4.92,0.089002343939,41.6604215427,,2025-08-22,20250630
7940,835311,华瑞信息,0.3,25653814.23,2.2518686259,,8975459.39,53.16,,2.475482520333,11.63,1.794931038667,81.4843157925,,2025-08-22,20250630
7941,835293,金鼎股份,0.23,17538401.36,25.6541910398,,4484173.99,92.86,,1.939206193782,12.73,-0.156170808808,58.0646801893,,2025-08-22,20250630
7942,835257,晶锐材料,0.22,53745645.13,-2.9160466659,,11025440.68,-26.93,,3.993648362168,5.55,0.265603107116,45.4014141815,,2025-08-22,20250630
7943,835256,数图科技,-0.09,8453531.28,-39.6374416016,,-1899207.44,43.96,,0.53074739566,-16.25,-0.103608909646,17.9163069235,,2025-08-22,20250630
7944,835231,福泰科技,-0.07,63858699.65,-4.6121903341,,-3308181.16,-600.91,,1.179494292979,-5.79,0.020341483404,10.2698157901,,2025-08-22,20250630
7945,835223,ST瑞华股,-0.39,14038657.74,-54.5489761917,,-51178067.91,-53.54,,1.084674286295,-30.17,-0.019028329443,-22.4171879412,,2025-08-22,20250630
7946,835217,汉唐环保,-0.01,532383.87,-93.3854940369,,-650407.73,-178.18,,2.571265624778,-0.22,0.077571642451,9.0299993499,,2025-08-22,20250630
7947,835203,亚微软件,-0.24,32039215.45,26.6472595965,,-11098959.06,8.2,,2.872726250723,-7.82,-0.475870228833,38.3714257273,,2025-08-22,20250630
7948,835196,开天股份,-0.06,73933044.98,-0.6243219377,,-4726055.79,-140.8,,3.134402141733,-1.99,-0.166537535867,44.453169498,,2025-08-22,20250630
7949,835159,康纶科技,-0.02,2268521.51,-35.3238697433,,-1092045.61,48.64,,1.49598274537,-1.34,-0.015458232963,50.7143073111,,2025-08-22,20250630
7950,835136,报春电商,0.05,211137678.62,-15.3514995503,,2866481.57,-45.21,,2.471067585032,2.07,-0.30355033539,2.9979998319,,2025-08-22,20250630
7951,835072,东海租赁,0.0004,4824161.64,-22.5092842742,62.2148,184757.05,121.2,218.774,0.18361245566,0.2,0.00632472804,47.1604902526,,2025-08-22,20250630
7952,834997,邦健医疗,0.02,24327518.19,-20.6275531852,,1477406.23,-55.05,,2.089150964455,1.12,0.00883328357,48.8126708909,,2025-08-22,20250630
7953,834954,海德龙,0.1,17153247.37,8.1746378533,,1854429.16,-14.85,,2.400743810053,4.17,0.320366562683,49.6631154221,,2025-08-22,20250630
7954,834928,雷珏股份,-0.06,21910547.2,-9.8615425757,,-740174.11,35.57,,0.099124565097,-48.28,-0.089716421053,13.2115440732,,2025-08-22,20250630
7955,834926,安杰信,-0.09,6844450.7,-26.5809925558,,-1702821.55,14.88,,0.954176283364,-8.82,0.098433871819,57.0645692575,,2025-08-22,20250630
7956,834812,圣士达,0.1,33382642.77,-1.1668414399,,6530140.43,-14.77,,1.757465421935,5.81,0.03302360663,35.431428247,,2025-08-22,20250630
7957,834773,中科润金,-0.16,11780335.38,-19.4307636369,,-4168536.92,-7.12,,2.617382188318,-5.66,-0.53717557687,29.2005268869,,2025-08-22,20250630
7958,834752,蓬莱海洋,0.29,62193621.38,2.1734983762,,13692913.83,-7.53,,2.428216601263,10.94,0.604318154737,42.4717057696,,2025-08-22,20250630
7959,834743,迈新科技,-0.17,86337849.18,-13.6663551735,,-8726543.5,-178.0,,2.181780117605,-7.42,-0.053573218195,11.9465550485,,2025-08-22,20250630
7960,834703,诺得科技,-0.0073,627046755.67,3.2391871825,,-1446764.98,53.83,,2.153313283305,-0.34,-0.09538106661,4.2917488316,,2025-08-22,20250630
7961,834696,海通基业,-0.08,131809.97,,,-422386.69,44.3300182027,,0.725295882,-11.01,-0.053152786,,,2025-08-22,20250630
7962,834678,东方网,-0.03,610501784.62,62.4967539958,,-26980000.08,-39.05,,0.49244520997,-5.81,0.054367470542,18.8455673036,,2025-08-22,20250630
7963,834594,大隆汇,-0.08,37518624.58,-4.186343977,,-4121968.67,-195.05,,0.829129528201,-8.96,-0.122254428258,6.9844342092,,2025-08-22,20250630
7964,834587,ST鼎端,-0.0026,,-100.0,,-95806.2,32.75,,-0.121274683242,,0.000300878846,,,2025-08-22,20250630
7965,834543,蔚蓝航空,-0.04,33732802.99,-48.4351933899,,-2418757.65,60.98,,3.152305578235,-1.12,0.250033589265,3.3367252651,,2025-08-22,20250630
7966,834504,通铁股份,0.35,69398698.4,217.042705982,,10513689.18,2286.57,,1.970317404333,19.52,-0.242294831333,26.0819327124,,2025-08-22,20250630
7967,834483,元和药业,0.0,22720031.11,50.6391842568,,-146997.68,93.76,,1.87151758871,-0.13,0.026407172419,70.929952481,,2025-08-22,20250630
7968,834440,怡丽科姆,0.24,100811870.17,2.8874706938,,12660083.57,23.36,,2.877595175933,7.97,0.218485953351,29.2318242785,,2025-08-22,20250630
7969,834348,凯瑞股份,-0.03,38676420.34,-0.5911753823,,-559652.0,-6.04,,2.298110004762,-1.44,-0.101867918452,11.8547792937,,2025-08-22,20250630
7970,834344,中邮基金,0.09,177681178.09,-0.6257481825,,27039645.86,116.34,,5.64528510467,1.59,0.099291361329,75.7439507997,,2025-08-22,20250630
7971,834223,永诚保险,0.06,2874141157.68,-2.1878057319,,127779632.79,576.52,,1.08266024556,5.55,0.528221201107,,,2025-08-22,20250630
7972,834199,同里旅游,-0.18,34444685.5,-7.4127413917,,-8891795.21,22.92,,0.6409834774,-24.36,-0.0024964558,66.2097340096,,2025-08-22,20250630
7973,834189,惠同股份,0.1457,33144470.89,13.2610809778,,4833844.61,199.29,,0.774753905836,20.76,0.164286282554,19.3544218922,,2025-08-22,20250630
7974,834179,赛科星,0.04,2038603974.43,3.2757789665,,35607905.85,10808.81,,3.130694413183,1.25,0.553268235946,8.5921519411,,2025-08-22,20250630
7975,834171,阿拉科技,-0.03,0.0,,,-5346369.12,1.57,,-0.017966188667,,-0.07525461,,,2025-08-22,20250630
7976,834144,华创电子,0.03,259302074.68,30.4612621686,,1748662.94,-55.19,,3.160469475328,1.07,-0.126413073631,7.8548884328,,2025-08-22,20250630
7977,834111,ST建誉,0.02,5774980.54,-61.98708841,,734060.28,178.13,,0.640735485032,3.05,0.451621241334,15.5866353794,,2025-08-22,20250630
7978,834104,海航期货,0.0039,67620477.31,-28.9532181367,,1944058.16,-60.99,,0.43334795184,0.9,-0.57840390044,,,2025-08-22,20250630
7979,834072,德隆股份,0.01,69001488.25,-10.5103659216,,549094.71,158.95,,1.664244774646,0.52,0.220616945026,8.249966536,,2025-08-22,20250630
7980,834063,卡车之家,-0.02,24270910.12,-31.4175408892,,-1219713.79,78.88,,2.665680899799,-0.69,-0.126072179199,68.5633107194,,2025-08-22,20250630
7981,834054,摘牌游多,-0.01,2162009.43,16.0935339507,,-275211.23,-171.26,,0.003764779741,-128.12,-0.014145943513,22.8629793719,,2025-08-22,20250630
7982,834040,华信电气,0.02,36248158.4,-11.2729840422,,811588.89,218.92,,1.451818991633,1.04,0.031642398847,23.1903139388,,2025-08-22,20250630
7983,834038,诚信小贷,0.03,4565102.02,-10.8555184938,15.9934,3285829.49,-10.96,20.1998,1.1374149045,2.93,-0.0275688878,,,2025-08-22,20250630
7984,834031,群大科技,-0.1108,115479342.33,-9.0249073531,,-2631587.48,-292.38,,2.371225687158,-4.09,-0.371737033263,4.5125554449,,2025-08-22,20250630
7985,833988,中成发展,-0.043,37795976.81,-45.8078760217,,-4992962.08,39.79,,1.610239968578,-2.63,-0.023146160124,5.1381037981,,2025-08-22,20250630
7986,833981,凯威存储,-0.07,385721.73,-96.2885859891,,-1087059.37,52.53,,0.936952507064,-7.18,-0.725059558824,27.4999648062,,2025-08-22,20250630
7987,833934,震宇科技,-0.05,14152669.75,-1.7679087831,,-2554091.0,-16.0403693423,,0.943823803542,-5.48,0.241716663958,24.0358882111,,2025-08-22,20250630
7988,833928,火谷网络,-0.12,917983.59,-16.9817431631,,-5049396.4,60.37,,0.322400777035,-31.46,-0.094185590451,61.9480681566,,2025-08-22,20250630
7989,833809,白山国旅,-0.04,2644140.11,-51.2296839813,,-1033055.23,81.73,,0.644893917692,-5.98,-0.057830415769,5.5762351413,,2025-08-22,20250630
7990,833791,和道传媒,0.058,2058883.64,61.1141377257,,691663.71,-225.32,,0.207196479167,32.31,0.0006439575,57.1166275332,,2025-08-22,20250630
7991,833785,递蓝科,0.0,6296868.74,-25.171601541,,41247.39,40.41,,1.203103709174,0.34,-0.146916038709,53.3574878043,,2025-08-22,20250630
7992,833764,斯达电气,1.0,828162759.96,-14.0236760814,,51997202.58,-18.21,,10.722964055045,9.75,-0.312150654499,16.6932911843,,2025-08-22,20250630
7993,833707,精华股份,0.21,152268046.6,-0.2357387861,,13430370.03,-3.72,,2.568671604575,8.29,0.795591370215,25.8154330654,,2025-08-22,20250630
7994,833689,架桥资本,0.21,28562023.03,-32.342290188,66.8855,23969428.95,561.68,558.2857,2.645992303866,8.16,0.145113134572,,,2025-08-22,20250630
7995,833669,携泰健康,0.11,142439781.09,-47.647327658,,5407407.33,-70.56,,2.1303629054,4.55,-0.4878878958,23.3671863473,,2025-08-22,20250630
7996,833665,清大天达,-0.21,23323858.83,12.0530725055,,-9486573.69,0.64,,2.59634745837,-7.92,-0.417429962807,25.4984870357,,2025-08-22,20250630
7997,833649,宝美户外,0.23,150181409.28,61.5017002519,,13241998.49,356.9,,1.668070310756,12.6,0.649217424672,26.0866485857,,2025-08-22,20250630
7998,833620,无锡煤机,0.0798,87491942.24,17.1801329518,,4382754.8,542.87,,3.031753802004,2.67,0.262078703825,30.9884389075,,2025-08-22,20250630
7999,833613,华夏光电,0.06,26545210.54,-1.2667643692,,3884283.48,-18.22,,2.028160946984,2.42,-0.052719000476,40.7994916962,,2025-08-22,20250630
8000,833609,乐通通信,-0.12,217219255.44,28.6753043412,,-15281270.85,-508.44,,1.51106929152,-7.78,-0.07123737504,3.9950574927,,2025-08-22,20250630
8001,833571,锁龙消防,0.24,42174735.96,8.0650717056,,6306378.66,7.19,,2.543745638386,8.61,0.094778220965,42.6328830536,,2025-08-22,20250630
8002,833570,万全物流,0.12,77251569.7,72.1927031489,,17304777.66,254.5,,1.658276527806,7.79,-0.315302831585,48.4457415239,,2025-08-22,20250630
8003,833559,亚太天能,-0.03,52755187.9,-28.5130990996,,-3384514.25,64.54,,0.563444680905,-5.72,-0.051764670327,35.4444558428,,2025-08-22,20250630
8004,833542,达菲特,0.02,66936114.35,28.1059060809,,585040.12,42.27,,1.245663418333,1.98,-0.281546130833,18.7785152037,,2025-08-22,20250630
8005,833528,宁波中药,0.49,164313430.8,62.0657983913,,20968876.8,132.53,,2.29178319629,24.01,-0.709141781169,25.2587601196,,2025-08-22,20250630
8006,833464,苏州沪云,-0.06,561851.91,-26.5855670237,,-8705165.21,151.43,,0.195603344445,-31.86,-0.009545654473,-53.2941055589,,2025-08-22,20250630
8007,833432,国瑞环保,0.33,30249699.47,10.8825535789,,5256505.47,8.69,,3.9636367775,8.65,1.0453160075,38.0330781845,,2025-08-22,20250630
8008,833421,金利洁,0.01,1252343.36,91.3352881359,,81828.81,150.77,,0.419420297333,2.64,0.078946141333,51.5773405785,,2025-08-22,20250630
8009,833393,ST速达科,-0.04,362850.94,-80.023005774,,-4861017.14,11.33,,0.461404672866,-8.27,0.010439617975,15.134283516,,2025-08-22,20250630
8010,833381,宏安翔,-0.08,12836812.11,40.6884665948,,-2513266.54,-58.87,,0.676988088339,-11.63,-0.029162164644,54.12671994,,2025-08-22,20250630
8011,833332,多尔晋泽,0.1194,71497018.56,-17.0213625191,,9513122.8,-26.24,,2.376569693326,4.82,-0.253210707845,30.6453043236,,2025-08-22,20250630
8012,833316,宏商科技,0.26,132067659.63,17.6910411962,,19627674.43,68.79,,3.849318990533,6.85,0.371388755333,32.9436100646,,2025-08-22,20250630
8013,833286,海斯比,0.16,138241928.89,42.0548180712,,11089194.95,541.44,,6.471574938854,2.38,-0.254580229333,25.9818545635,,2025-08-22,20250630
8014,833256,永华光电,0.03,8597875.83,-12.6812869755,,350882.63,157.4,,0.432256452727,7.66,-0.095133587273,28.2409735615,,2025-08-22,20250630
8015,833251,东忠科技,-0.08,58971702.35,-7.7473080991,,-10376385.12,-554.8,,2.038557574462,-3.82,0.014174947923,39.448814962,,2025-08-22,20250630
8016,833242,领航文化,-0.06,4272062.96,-63.2621746045,,-4253778.22,29.06,,0.452137017021,-12.55,-0.04490449242,-43.0649243053,,2025-08-22,20250630
8017,833222,基业园林,0.01,23360464.93,-39.7320367603,,1358003.84,-48.81,,1.636396345106,0.78,0.122449269569,27.6123714118,,2025-08-22,20250630
8018,833212,捷瑞流体,0.16,37101866.3,24.3136494858,,5344181.47,46.31,,1.55679468179,9.8,0.019234620679,47.5748823449,,2025-08-22,20250630
8019,833197,天晟股份,0.03,118178842.71,-14.7096411955,,2704095.96,-66.56,,3.984891955338,0.67,-0.043313112931,18.4918520006,,2025-08-22,20250630
8020,833186,宏远电器,0.42,284536031.24,20.0975965598,,28304673.62,23.02,,5.806051975111,7.32,-1.608077785333,23.7895444999,,2025-08-22,20250630
8021,833126,通化耐博,-0.067,12202906.83,-22.6683006646,,-3008565.44,-65.42,,2.497283640222,-2.64,-0.042782157333,2.571518937,,2025-08-22,20250630
8022,833120,瑞铁股份,0.42,320090562.08,-25.4356930913,,23689725.49,37.47,,6.985814192321,6.27,-0.573352980179,20.8276638514,,2025-08-22,20250630
8023,833106,瑞奥电气,0.02,44536075.26,-9.4154510648,,959807.14,-82.01,,2.095778852037,0.72,0.01970253704,28.5449838491,,2025-08-22,20250630
8024,833091,恒达股份,0.11,29623529.16,23.6589658782,,4791570.67,524.91,,1.687103690179,6.55,-0.146283535268,37.8546576589,,2025-08-22,20250630
8025,833070,三耐环保,0.92,129162984.02,-26.5566357034,19.4,33467422.72,-5.96,20.4545,8.137532736364,12.09,1.080662807163,39.2408839766,,2025-08-22,20250630
8026,833042,海控能源,0.06,284648166.71,-17.560064855,,53592522.54,-28.22,,2.243208583864,2.93,0.108469066962,32.216275794,,2025-08-22,20250630
8027,832992,神戎电子,0.11,172368841.89,12.5508930552,,16198370.89,-6.12,,2.233709267674,4.89,-0.56462763955,35.0804703895,,2025-08-22,20250630
8028,832987,牡丹联友,-0.08,26387855.07,12.1253576253,,-5542178.26,27.01,,1.07645070516,-6.93,-0.04615717364,28.6292755131,,2025-08-22,20250630
8029,832972,中能股份,-0.04,4640564.21,-44.8970847397,,-5361289.07,11.9,,0.829389372045,-4.78,0.028171169773,35.5297303385,,2025-08-22,20250630
8030,832968,东软股份,0.2,61845712.95,-6.8897155097,,16808937.25,-13.54,,5.036424089993,4.04,0.439290209035,64.665493439,,2025-08-22,20250630
8031,832964,凯瑞环保,0.11,108949503.0,7.090939804,,14667261.56,22.15,,2.075840103661,3.77,0.069391513661,54.3357609626,,2025-08-22,20250630
8032,832914,锐嘉工业,0.08,49797389.73,-0.1553394078,,3487724.24,24.31,,1.922501844836,4.1,0.206694847131,38.417464216,,2025-08-22,20250630
8033,832898,天地壹号,-0.09,479546270.73,0.083210116,,-40996053.25,-1623.18,,2.939652909029,-3.11,-0.140286290971,53.7656620116,,2025-08-22,20250630
8034,832872,飞新达,-0.04,49083040.07,37.6051736913,,-2418282.74,37.78,,1.116280446864,-3.67,-0.023813820114,33.2460220612,,2025-08-22,20250630
8035,832834,吉泰新材,0.01,250531659.91,27.2543099249,,1333955.06,-71.73,,4.333921955927,0.25,0.110660928811,13.4005828413,,2025-08-22,20250630
8036,832770,赛格导航,-0.01,124777118.26,28.983813522,,-870041.13,-161.55,,1.457833413278,-0.89,-0.093253558164,24.5112386602,,2025-08-22,20250630
8037,832743,福能租赁,0.027,27148911.98,-21.6678493353,-18.3189,7961147.43,289.12,1322.1291,0.5223084855,5.21,-0.023234138333,0.8248414897,,2025-08-22,20250630
8038,832713,华莱士,0.04,78991.79,-26.5285669414,,85355.97,155.7,,0.61216428,7.22,-8.178e-05,,,2025-08-22,20250630
8039,832634,赛特电工,0.16,234295322.11,-2.8628985576,,7207424.6,-21.92,,4.874452878292,3.09,0.409344884711,6.3917255049,,2025-08-22,20250630
8040,832614,旺大集团,-0.1,345168072.23,8.0533434868,,-7859407.92,-45.89,,1.882713399085,-5.3,-0.352360651242,13.2074998581,,2025-08-22,20250630
8041,832570,蓝海科技,-0.05,50938262.15,-6.599714739,,-3714663.53,73.4246740506,,0.364248737124,-11.81,-0.056301977954,9.4460594589,,2025-08-22,20250630
8042,832569,腾升装饰,-0.004,54838627.78,0.6134890194,,-195268.65,-183.58,,0.5117620426,-0.75,-0.1156932578,9.7881161643,,2025-08-22,20250630
8043,832535,润龙包装,-0.15,13730259.77,-35.4065469408,,-3292806.48,-827.48,,0.6925115338,-19.96,-0.0493762662,-3.2031923457,,2025-08-22,20250630
8044,832513,汇群中药,0.06,183777101.31,-20.5141113158,,3095617.3,-79.61,,5.429015613665,1.16,0.78826618931,16.3683700176,,2025-08-22,20250630
8045,832509,华光胶囊,0.08,25660584.56,-30.9631521733,,2285295.91,-8.75,,1.812007401628,4.37,0.288285747286,32.0602213904,,2025-08-22,20250630
8046,832470,万里运业,0.03,128305331.38,-12.6366674004,,1769803.29,-42.68,,6.973696941515,0.37,1.072425584697,-10.2982806699,,2025-08-22,20250630
8047,832460,成光兴,0.028,53214066.96,-2.5133757905,,1116747.89,68.21,,3.413480583457,0.81,0.301706828889,15.7760950057,,2025-08-22,20250630
8048,832447,森馥科技,0.02,31546648.39,13.3450493977,,1464109.83,135.3,,1.216508034353,1.58,-0.225347990891,48.7746482916,,2025-08-22,20250630
8049,832431,兴亿海洋,0.003,38763940.57,-3.3198100941,,124126.6,162.09,,1.226149349735,0.27,0.032996191799,18.5487047351,,2025-08-22,20250630
8050,832428,刻度信息,0.0037,711150.43,-4.4867366923,,36930.01,158.46,,0.076988698,4.91,-0.018637038,71.9350475539,,2025-08-22,20250630
8051,832423,德卡科技,-0.09,57240836.79,-12.8017974977,,-4307231.09,16.11,,2.841184293238,-2.97,0.091323129348,27.4060370179,,2025-08-22,20250630
8052,832389,睿思凯,0.27,47204839.13,0.3367590921,,7261740.5,-53.21,,6.039408214706,4.53,0.095161139706,52.2477417455,,2025-08-22,20250630
8053,832335,科立森,-0.07,2737675.72,-32.8273589073,,-2142089.46,-139.800143995,,1.005154141113,-6.78,-0.026344065883,54.1199079634,,2025-08-22,20250630
8054,832327,海颐软件,-0.19,233005749.99,6.116104373,,-20671975.77,-1500.01,,5.541600533793,-3.32,-1.824261205149,27.8028365578,,2025-08-22,20250630
8055,832318,广通股份,0.15,88237014.25,-37.4046467737,,6388239.81,107.22,,2.073773848485,7.63,-0.068552972322,20.292642257,,2025-08-22,20250630
8056,832296,天维尔,-0.09,7960584.36,-52.448941404,,-6566999.96,-639.54,,0.285552758914,-27.73,-0.042326625627,46.3949438003,,2025-08-22,20250630
8057,832226,新阳升,1.36,76930467.76,4.7037064167,,31277778.14,1.93,,7.644103373237,17.38,1.13831536547,55.3649372351,,2025-08-22,20250630
8058,832217,丰禾支承,0.26,83429597.12,8.8837923363,,6342993.81,55.35,,3.668353034393,7.23,0.139601061843,21.7790516642,,2025-08-22,20250630
8059,832207,永拓咨询,-0.07,38444834.86,1.2740828004,,-2872794.95,-324.36,,2.725884462061,-2.52,-0.139397703758,24.6043962068,,2025-08-22,20250630
8060,832205,全宇制药,0.022,48377297.16,2.3176480859,,1724716.81,282.44,,1.862521268312,1.21,0.045623224675,35.5223520925,,2025-08-22,20250630
8061,832189,科瑞达,0.4,51899801.65,6.13245325,,18565533.11,54.22,,5.896966548918,7.05,0.341306972944,56.9516159798,,2025-08-22,20250630
8062,832176,三扬股份,-0.04,36708548.38,-3.365975004,,-1581631.11,-0.44,,1.94461731731,-2.17,-0.135925133675,23.4514316145,,2025-08-22,20250630
8063,832107,达能电气,-0.04,35794836.88,-6.1094254164,,-2357825.23,46.4,,2.748739823501,-1.55,-0.089366949539,25.3859580376,,2025-08-22,20250630
8064,832077,华创合成,0.07,84306331.43,-8.9193807639,,10556922.98,-41.46,,1.892462928044,3.84,0.073655188127,76.876716411,,2025-08-22,20250630
8065,832062,爱科赛,0.0,1992367.82,-35.2634088789,,22886.19,100.56,,0.034042578646,1.25,-0.066105798736,70.6341507764,,2025-08-22,20250630
8066,832058,东联科技,0.08,24631393.45,-19.9314621859,,838742.82,721.98,,1.50534630659,5.47,-0.112839873926,29.5948613902,,2025-08-22,20250630
8067,832032,青晨科技,0.02,143570766.2,0.2146271332,,2049328.26,136.39,,1.743114424286,1.06,-0.018327968482,20.1464125919,,2025-08-22,20250630
8068,832018,固特超声,0.0064,35781302.28,2.6386551451,,507480.63,-73.91,,1.035562957268,0.62,0.004540294737,26.0919237286,,2025-08-22,20250630
8069,832004,海林自控,-0.05,166434036.66,-6.8278167617,,-2994221.78,-138.14,,2.96105638371,-1.62,-0.362761255161,26.6165778401,,2025-08-22,20250630
8070,831994,中冀联合,0.14,21080105.92,19.0306247257,,4639617.3,50.92,,3.347543980817,3.93,0.281165621534,51.0525847491,,2025-08-22,20250630
8071,831945,安泽电工,0.03,72552611.64,2.5765553276,,1554593.08,-50.71,,2.731602436034,0.03,0.03425922569,29.1543209705,,2025-08-22,20250630
8072,831942,天一生物,0.2,90566324.45,13.647357591,,9574166.58,19.03,,3.849630539848,5.11,0.515688043024,33.1464930175,,2025-08-22,20250630
8073,831900,海航冷链,0.002,6566419.54,-41.053015866,,2098327.75,123.81,,0.268659229725,0.67,-0.001009445159,-5.9086743946,,2025-08-22,20250630
8074,831892,新玻电力,0.25,52966114.95,0.4567605705,,9069166.7,-20.88,,6.941830461843,3.55,0.141647214026,37.9321079316,,2025-08-22,20250630
8075,831880,春旺新材,0.37,103108867.12,13.4089400911,,11552845.01,12.06,,3.98668621078,9.29,0.559673937981,32.4014655414,,2025-08-22,20250630
8076,831860,盛安传动,-0.02,103781250.42,16.178911138,,-1783705.44,-150.0,,3.771886801282,-0.41,0.198879899908,14.5344827692,,2025-08-22,20250630
8077,831858,海誉科技,-0.09,5149621.1,-64.9616106606,,-3863362.29,-56.56,,0.236843242031,-32.77,-0.062621449116,27.5960951768,,2025-08-22,20250630
8078,831844,会友线缆,-0.01,126696880.11,62.7132571064,,-1975952.76,-147.67,,2.117235638447,-0.62,-0.132241539613,5.2320634527,,2025-08-22,20250630
8079,831838,福康药业,0.41,26127348.44,37.4485359105,,6313597.82,157.39,,2.384399657687,19.05,0.764247186597,31.8876644874,,2025-08-22,20250630
8080,831830,和创化学,0.14,249653413.75,-6.545438368,,5257724.48,-49.19,,1.420904093407,9.68,1.342896096154,15.3925892592,,2025-08-22,20250630
8081,831828,利特尔,0.14,184164529.68,7.817135201,,8426217.59,-35.48,,3.727864307237,3.79,0.400590462664,16.3000112791,,2025-08-22,20250630
8082,831827,宝来利来,0.06,111473746.05,5.0774374843,,2431309.98,-41.13,,8.4120488295,0.73,0.61122324,53.450083837,,2025-08-22,20250630
8083,831817,捷创技术,0.04,165699330.41,-30.7885280553,,2051383.64,124.95,,1.145843033054,3.58,-0.442262655151,19.1394761774,,2025-08-22,20250630
8084,831805,微企信息,-0.02,13096617.4,24.218263649,,-529187.36,76.3,,0.144459354501,-11.27,-0.115781746684,22.1088849247,,2025-08-22,20250630
8085,831798,博益气动,0.21,90752320.03,14.8560341679,,17691483.02,11.13,,1.741773510658,10.79,0.022384053888,49.2045005519,,2025-08-22,20250630
8086,831747,中景股份,-0.82,812810.59,-92.7061776687,,-6797715.7,612.33,,0.55531209375,-84.77,0.067731842548,-488.8984037474,,2025-08-22,20250630
8087,831738,振野智能,0.3,32813077.74,10.9886054726,,4882705.78,8.28,,3.292785494412,8.74,0.924183365907,44.7509293592,,2025-08-22,20250630
8088,831711,青浦资产,0.12,11452086.18,-1.5885083274,,39005487.19,-20.31,,6.16218410316,2.0,0.02267050525,7.4839432443,,2025-08-22,20250630
8089,831709,瑞特爱,-0.12,46219984.69,-30.1318999589,,-3139602.73,-129.22,,5.171782848122,-2.25,-0.451286634692,17.181657963,,2025-08-22,20250630
8090,831707,绿岛生态,0.06,84119357.81,54.7390928358,,9933126.18,-7.08,,1.688693003791,3.87,-0.29651842902,36.0405558236,,2025-08-22,20250630
8091,831701,万龙电气,-0.03,79683243.88,-19.4834440173,,-2434389.57,-131.34,,2.844619635,-1.04,-0.220938997195,48.0879806772,,2025-08-22,20250630
8092,831698,思和信息,-0.23,105036757.67,38.311953173,,-19642644.62,10.27,,4.594129649514,-4.78,-1.457921828551,47.912863893,,2025-08-22,20250630
8093,831678,利德浆料,0.005,53922552.65,54.9276000393,,243286.78,104.01,,0.765433840926,0.59,0.007839821913,15.9375511315,,2025-08-22,20250630
8094,831664,雅达养老,-0.003,11779450.38,-13.2700831966,,-190426.06,-109.33,,0.956970664138,-0.35,-0.038088617586,31.2998170633,,2025-08-22,20250630
8095,831626,胜禹股份,0.1879,371801429.42,17.4102451668,,24814326.61,54.27,,2.354255137448,8.31,0.015788111397,10.3723747486,,2025-08-22,20250630
8096,831625,蓝天精化,-0.0127,42480531.89,25.0822719299,,-680423.8,63.85,,1.052244969917,-1.19,0.052754179569,9.9113653541,,2025-08-22,20250630
8097,831620,云建筑,0.004,19937521.83,-42.567290912,,264432.98,-19.82,,0.742410109157,0.59,-0.065524517585,34.177962327,,2025-08-22,20250630
8098,831611,圣才电书,-0.04,10358594.2,-22.1001394237,,-2216901.26,224.26,,0.5060291588,-8.39,-0.0434696194,21.8617007895,,2025-08-22,20250630
8099,831590,百川数科,-0.18,3315679.45,3.5592401098,,-1806300.99,-46.5514629301,,0.411019137,-36.03,-0.153518341,9.0115864487,,2025-08-22,20250630
8100,831565,润成科技,-0.01,23199523.55,16.2479244083,,-2181438.64,74.74,,1.318758654117,-0.93,0.067928942249,43.3982075895,,2025-08-22,20250630
8101,831564,欧伏电气,0.34,354935298.45,29.8543377431,,32373357.22,72.0,,5.464292229301,6.08,0.812460424114,22.3146323051,,2025-08-22,20250630
8102,831539,国网自控,0.05,9470775.1,-33.4154981647,,593074.89,-61.86,,1.535487470769,2.52,-0.637759481538,32.2231234274,,2025-08-22,20250630
8103,831511,水治理,0.02,31317379.02,28.9259372977,,1840456.01,289.25,,2.205040520988,1.04,-0.134648793704,21.417351962,,2025-08-22,20250630
8104,831501,远方动力,-0.07,9284264.82,7.7451685217,,-2196303.99,63.33,,0.937451619519,-7.26,-0.082904866915,2.4379720354,,2025-08-22,20250630
8105,831478,ST天数,-0.07,17653391.01,44.9564849129,,-4371948.42,-307.15,,-0.139181675309,,0.002012983488,24.177849783,,2025-08-22,20250630
8106,831460,光和光学,-0.06,22714845.3,7.2610561171,,-2177755.98,37.88,,1.10277547604,-2.46,0.016177055178,20.812873905,,2025-08-22,20250630
8107,831439,中喜股份,-0.06,3571.44,0.0,,-21921306.0,-31.96,,0.507346069472,-1.94,-3.046225e-05,8.9997312009,,2025-08-22,20250630
8108,831434,巨创计量,-0.02,3616169.74,-37.7076065084,,-940934.85,-186.48,,0.164301841218,-12.57,0.038381394379,25.8965869229,,2025-08-22,20250630
