K,LB,Trail,MAX_POS,Sector,Floor,Sharpe,Ret%,CAGR%,MDD%,Calmar,Trades,Win%,NegYrs,AvgHold
1.5,10,0.3,5,1,0,1.2838520004897715,1325.3395211673967,58.7888635105029,52.81818279282855,1.1130421457529778,261,54.02298850574713,0,22.088122605363985
1.5,10,0.35,5,1,0.8,1.2815954197628636,1390.2582655579813,60.02447110247109,51.391320187437664,1.1679885024075283,235,54.8936170212766,0,21.78723404255319
1.5,14,0.15,5,1,0.8,1.2799806478388736,1112.610326526115,54.38440349119431,32.19268625329528,1.6893403384635994,275,50.18181818181818,1,19.374545454545455
1.5,14,0.2,3,3,0.8,1.2796518490414854,1421.0117712331783,60.59434735177807,39.91328257186272,1.518149935242226,189,56.08465608465608,0,20.55026455026455
1.5,10,0.25,5,3,0,1.277106317378519,1259.344728591006,57.48417534247019,47.15739243652066,1.2189854521716947,265,54.71698113207547,0,21.769811320754716
1.5,14,0.3,3,3,0.8,1.2743318834212956,1465.0988285106537,61.39492166890508,40.326134080876116,1.5224598902978015,187,55.61497326203209,0,21.72192513368984
1.5,14,0.22,3,3,0.8,1.2739044118832845,1424.3885275408238,60.656338766724026,37.45486819036387,1.6194514010418886,188,55.85106382978723,0,20.96276595744681
1.5,14,0.35,3,3,0,1.2710280069804267,1494.3402036290097,61.915698659994575,43.76552317253212,1.4147140070943738,190,55.78947368421052,0,21.852631578947367
1.5,14,0.18,3,3,0,1.2695877474957573,1382.471198176187,59.87863335698038,39.31623728838371,1.5230001008939884,192,55.208333333333336,0,20.208333333333332
1.5,14,0.25,3,1,0.8,1.2686987173300415,1414.5298499687499,60.47503124725764,32.990544330040734,1.8331019531614672,186,56.98924731182796,0,21.413978494623656
1.5,14,0.25,3,3,0,1.2670191685178291,1438.2752466892998,60.9100886763829,37.39980635527354,1.6286204291481392,191,56.54450261780105,0,21.267015706806284
1.5,14,0.28,3,3,0,1.2663555906640434,1449.2365023567454,61.10904929384593,39.74082803061228,1.53768938198202,191,56.54450261780105,0,21.51832460732984
1.5,10,0.35,5,1,0,1.2661402487387938,1280.2074229622262,57.90217298713651,54.828942774655644,1.0560512396730264,261,54.02298850574713,0,22.191570881226053
1.5,14,0.28,3,1,0.8,1.26234465563712,1405.1743122607802,60.30207309179681,35.424168671106926,1.7022861891740337,186,56.98924731182796,0,21.677419354838708
