date,equity,positions,cash
20220718,19147857.66,5,8761196.10
20220719,19119271.67,5,8923042.15
20220720,19120428.65,5,8923927.37
20220721,19213512.84,5,8924812.68
20220722,19108944.73,5,8925698.08
20220725,19029118.60,5,8926583.57
20220726,19416549.91,5,8927469.14
20220727,19338279.49,5,8928354.80
20220728,19430598.75,5,8929240.55
20220729,19366710.20,5,8930126.39
20220801,19656814.99,5,8931012.32
20220802,19844800.19,5,8931898.33
20220803,20174197.38,5,8932784.43
20220804,20416173.13,5,8933670.62
20220805,20975613.69,5,8934556.90
20220808,20972600.19,5,8935443.26
20220809,21430172.90,5,8936329.71
20220810,21533222.63,5,8937216.25
20220811,21585108.63,5,8938102.88
20220812,21122712.48,5,8938989.60
20220815,21317984.70,5,8939876.40
20220816,21248960.87,5,8940763.30
20220817,21379283.10,5,10296650.74
20220818,21319496.56,5,10297672.24
20220819,21104890.93,5,10298693.83
20220822,21184032.80,5,10299715.53
20220823,21124836.46,5,10300737.32
20220824,20660310.72,5,10301759.22
20220825,20683989.06,5,10302781.22
20220826,20583468.60,5,10303803.32
20220829,20575037.77,5,10304825.52
20220830,20549610.68,5,10305847.83
20220831,20233855.41,4,12486705.15
20220901,20171669.42,4,12487943.91
20220902,20297925.69,4,12489182.80
20220905,20388077.27,4,12490421.80
20220906,20525991.92,4,12491660.93
20220907,20718413.63,4,12492900.18
20220908,20652791.54,4,12494139.56
20220909,20665115.99,4,12495379.06
20220913,20636414.05,4,12496618.68
20220914,20514006.42,4,12497858.42
20220915,20330371.76,4,12499098.29
20220916,20195543.25,4,12310760.36
20220919,20091861.33,4,12311981.67
20220920,20254068.80,4,12313203.09
20220921,20148868.91,4,12314424.64
20220922,20107687.53,4,12315646.31
20220923,20021632.21,4,12316868.10
20220926,19909764.38,4,12318090.01
20220927,19932462.68,4,12319312.04
20220928,19786061.82,3,13903770.88
20220929,19854891.59,3,13905150.22
20220930,19770363.20,3,13906529.70
20221010,19580947.69,3,13907909.32
20221011,19644659.37,3,13909289.07
20221012,19933381.84,3,13910668.96
20221013,19881154.27,3,13912048.99
20221014,19951368.66,3,13913429.15
20221017,19930149.16,3,13914809.45
20221018,19939936.15,3,13916189.89
20221019,19904399.18,3,13917570.46
20221020,19845299.84,3,13918951.17
20221021,19877180.64,3,13920332.02
20221024,19789422.75,5,9821817.47
20221025,19807255.68,5,9822791.85
20221027,20680393.66,5,9823766.34
20221028,20415902.51,5,9824740.92
20221031,20850940.09,5,9825715.59
20221101,21067899.97,5,9826690.37
20221102,21106750.76,5,9827665.24
20221103,21329702.17,5,9828640.20
20221104,21489605.43,5,9829615.27
20221107,21365648.80,5,9830590.43
20221108,21261610.54,5,9831565.68
20221109,21127076.48,5,9832541.04
20221110,20924413.36,5,9833516.49
20221111,21144057.66,5,9834492.04
20221114,21267277.20,5,9835467.68
20221115,21615634.09,5,9836443.42
20221116,21562220.07,5,9837419.26
20221117,21772633.42,5,9838395.19
20221118,21543691.63,5,9839371.22
20221121,21586635.65,5,9840347.35
20221122,21317765.09,5,9841323.58
20221123,21087720.30,5,11120115.01
20221124,21117005.96,5,11121218.20
20221125,20915758.91,5,11122321.49
20221128,20754079.10,5,11123424.90
20221129,21005237.42,5,11124528.41
20221130,20967475.72,5,11125632.04
20221201,21181792.83,5,11126735.77
20221202,21219036.61,5,11127839.61
20221205,21019843.68,5,11128943.57
20221206,21180838.82,5,11130047.63
20221207,21170448.13,5,11131151.80
20221208,21242192.95,5,11132256.08
20221209,21282736.69,5,11133360.47
20221212,21453914.13,5,11134464.97
20221213,21073026.42,5,11135569.58
20221214,21110028.71,5,11136674.30
20221215,21401887.98,5,11137779.13
20221216,21381888.98,5,11138884.07
20221219,21027290.47,5,11139989.12
20221220,21133628.62,5,11141094.27
20221221,20958741.71,5,11142199.54
20221222,20592210.29,5,10881857.45
20221223,20478407.50,5,10882937.00
20221226,20720283.56,5,10884016.65
20221227,20900362.67,5,10885096.42
20221228,20867317.15,5,10886176.29
20221229,20721644.57,5,10887256.26
20221230,20626827.79,5,10888336.35
20230103,20799039.30,5,10889416.54
20230104,20355507.34,5,10890496.84
20230105,20548384.69,5,10891577.25
20230106,20604100.18,5,10892657.76
20230109,20806592.27,5,10893738.38
20230110,20933882.70,5,10894819.11
20230111,20874076.04,5,10895899.94
20230112,20893672.46,5,10896980.89
20230113,20933525.27,5,10898061.94
20230116,21126315.63,5,10899143.09
20230117,21367186.99,5,10900224.36
20230118,21542028.79,5,10901305.73
20230119,21610140.74,5,10902387.21
20230120,21749434.72,5,10903468.79
20230130,21938106.83,5,11589605.46
20230131,21809919.91,5,11590755.23
20230201,22137470.63,5,11591905.10
20230202,22097182.52,5,11593055.09
20230203,21979808.20,5,11594205.20
20230206,21840274.63,5,11595355.42
20230207,21928349.35,5,11596505.75
20230216,21997209.75,5,11597656.20
20230217,21777669.38,5,11598806.76
20230220,22133989.02,5,11599957.43
20230221,22274031.62,5,11601108.22
20230222,22151661.82,5,11602259.12
20230223,22071251.37,5,11603410.14
20230224,22014268.38,5,11604561.27
20230227,21975456.49,5,11605712.52
20230228,22114608.95,5,11606863.88
20230301,22315074.00,5,11608015.36
20230302,22195330.98,5,11609166.94
20230303,22116807.02,5,11610318.65
20230306,22077019.00,5,11611470.47
20230307,21835755.07,5,11612622.40
20230308,21773502.95,5,11805897.67
20230309,21991710.85,5,11807068.89
20230310,21816109.18,5,11808240.23
20230313,21964865.36,5,11809411.68
20230314,22264277.99,5,11810583.25
20230315,22299368.24,5,11811754.93
20230316,22098782.09,5,11812926.73
20230317,22485616.51,5,11814098.65
20230320,22936084.49,5,11815270.68
20230321,22805705.65,5,11816442.83
20230322,23095232.49,5,11817615.10
20230323,23458994.35,5,11818787.48
20230324,23511952.52,5,11819959.98
20230327,23483498.41,5,11821132.60
20230328,23089562.98,5,11822305.33
20230329,23428627.44,5,11823478.18
20230330,23588184.40,5,11824651.14
20230331,23785130.24,5,11825824.22
20230403,24439660.14,5,11826997.42
20230404,24436254.44,5,11828170.73
20230406,25130888.28,5,11829344.16
20230407,25104433.61,5,15136828.33
20230410,24902186.70,5,15138330.00
20230411,24998625.60,5,15139831.82
20230412,25166291.24,5,15141333.79
20230413,24886071.91,5,15142835.90
20230414,25123438.33,5,15144338.17
20230417,25125652.32,5,15145840.58
20230418,24991449.29,5,15147343.15
20230419,24989764.55,5,15148845.86
20230420,25147793.29,5,15150348.72
20230421,24678225.39,5,15151851.73
20230424,24508584.22,5,15153354.89
20230425,24492014.60,5,15154858.20
