K,LB,Trail,Pos,Sec,Floor,S,R,CAGR,MDD,CM,Trd,Win,Neg
2.5,30,0.28,8,1,0.8,1.48318778128574,329.50227851143273,84.24816009686033,40.61184320331069,2.0744727018445794,148,52.702702702702695,1
2.0,21,0.18,8,3,0.8,1.4828367510344438,337.74781984968627,85.72311818677841,26.8176559908118,3.196517928940122,142,49.29577464788733,0
2.0,21,0.35,8,3,0.8,1.4828306367103634,361.27484606427157,89.8449748587488,30.932331647952623,2.904565225838562,139,51.798561151079134,0
2.5,30,0.28,8,3,0,1.4805572965984146,286.7520830765528,76.32390649720462,34.98034722324007,2.181908201485688,175,52.57142857142857,0
2.5,30,0.22,8,3,0.8,1.479992166919972,324.87367670200774,83.41298389998168,39.47829559258141,2.112882095032904,153,52.28758169934641,1
2.5,30,0.3,8,3,0,1.4791737456853131,287.50047233216065,76.46689078763951,35.54816115372416,2.151078657963959,175,52.57142857142857,0
2.0,14,0.35,8,3,0,1.4770118938130565,457.63529013042967,105.81029974883083,35.148254144444586,3.0103998711854896,90,57.77777777777777,0
1.5,14,0.3,8,1,0.8,1.4734803021320764,320.19111416321607,82.56267736810676,31.43505258087333,2.626452656813498,191,55.497382198952884,0
1.5,14,0.3,8,3,0.8,1.472846081817754,321.52461547192047,82.80538585030696,33.01507618721301,2.508108276980991,193,56.476683937823836,0
1.5,10,0.3,5,3,0,1.4724791397229662,438.8970198865383,102.63815676346542,35.31018903024339,2.906757499246328,127,59.055118110236215,0
1.5,10,0.35,5,3,0,1.4724791397229662,438.8970198865383,102.63815676346542,35.31018903024339,2.906757499246328,127,59.055118110236215,0
1.0,10,0.18,5,1,0,1.4703366586356605,325.13051352204576,83.4594651068678,34.53313306155756,2.416793893507892,137,51.09489051094891,0
1.0,10,0.18,5,1,0.8,1.4703366586356605,325.13051352204576,83.4594651068678,34.53313306155756,2.416793893507892,137,51.09489051094891,0
2.0,21,0.22,8,3,0,1.468693929255378,336.10705875439675,85.43091381665475,29.291984425833782,2.9165287190754405,151,49.668874172185426,0
2.0,14,0.35,8,1,0,1.4653809883974382,448.4717924036274,104.38301654039375,35.14825414444457,2.96979235757837,89,57.30337078651685,0
1.5,14,0.28,8,3,0.8,1.4637030164032074,316.20781417442737,81.8350082697163,32.634461485322014,2.50762551441283,193,56.476683937823836,0
1.5,14,0.28,8,1,0.8,1.4632892821267647,314.40668112523747,81.50464958977477,31.040107276024916,2.625785048517799,191,55.497382198952884,0
1.0,14,0.22,8,1,0,1.460847517362033,293.94133458170677,77.69088206062717,24.70708016454205,3.1444784872687603,213,48.82629107981221,0
1.0,14,0.22,8,1,0.8,1.460847517362033,293.94133458170677,77.69088206062717,24.70708016454205,3.1444784872687603,213,48.82629107981221,0
1.5,14,0.22,8,3,0.8,1.460624437053907,306.25669482477133,79.99928156488447,32.24690245588569,2.480836157033217,193,55.44041450777202,0
2.0,21,0.35,8,1,0.8,1.4596277364643124,349.5668439601451,87.80943208843581,30.932331647952623,2.8387589105087017,137,51.09489051094891,0
0.5,14,0.3,8,1,0,1.4589638342768771,281.01758486998176,75.22292408200535,28.713833216667595,2.619745107328286,200,55.50000000000001,0
0.5,14,0.3,8,1,0.8,1.4589638342768771,281.01758486998176,75.22292408200535,28.713833216667595,2.619745107328286,200,55.50000000000001,0
0.5,10,0.22,8,1,0,1.4549707497138176,260.2093539573142,71.14497568488642,33.067441466090386,2.151511351667269,208,56.730769230769226,0
0.5,10,0.22,8,1,0.8,1.4549707497138176,260.2093539573142,71.14497568488642,33.067441466090386,2.151511351667269,208,56.730769230769226,0
1.5,14,0.22,8,1,0.8,1.4539071539240873,301.25008699770933,79.06580969409542,29.985794966033158,2.6367755059906988,192,55.208333333333336,0
2.0,21,0.18,8,1,0.8,1.4507372819540607,322.89864190035,83.0550042977826,26.8176559908118,3.0970269857380046,140,48.57142857142857,0
2.0,21,0.3,8,3,0.8,1.447592565428714,339.9767956003011,86.11906108298986,30.14634782315182,2.8566996436248924,139,51.798561151079134,0
2.0,21,0.28,8,3,0.8,1.4470389376463924,343.5947100168507,86.75925535735533,30.945816155881623,2.803585949077181,140,51.42857142857142,0
2.0,14,0.28,8,3,0,1.4448080054289818,431.3770269263446,101.68294081487036,35.148254144444586,2.892972731931325,90,57.77777777777777,0
2.0,14,0.3,8,3,0,1.4448080054289818,431.3770269263446,101.68294081487036,35.148254144444586,2.892972731931325,90,57.77777777777777,0
2.0,21,0.22,8,1,0,1.44464007247696,325.03736874925335,83.44261005738507,29.291984425833782,2.84864995298146,149,48.99328859060403,0
2.5,30,0.28,8,3,0.8,1.4439833551860903,310.26872600111545,80.7425060201699,39.43702417212567,2.0473782623091323,153,52.28758169934641,1
2.5,30,0.35,8,3,0.8,1.4434372205939898,312.72105768010596,81.19472121136735,39.496446414341605,2.055747505980301,153,52.28758169934641,1
2.0,14,0.18,8,3,0,1.441542473300439,399.113622659621,96.44625677925593,37.017034926678534,2.6054560277529464,94,53.191489361702125,0
2.5,30,0.3,8,3,0.8,1.441529064246142,310.46228021392477,80.77825479029642,39.49644641434163,2.045203103663647,153,52.28758169934641,1
0.5,30,0.18,5,3,0,1.4409201603727317,340.37416560124865,86.18952525935302,40.49086807368222,2.128616385860432,128,53.90625,0
0.5,30,0.18,5,3,0.8,1.4409201603727317,340.37416560124865,86.18952525935302,40.49086807368222,2.128616385860432,128,53.90625,0
1.5,14,0.18,8,3,0,1.440024285783556,286.2563002750452,76.22909570214892,30.022420806367244,2.5390722551587857,202,54.95049504950495,0
0.5,30,0.1,8,3,0,1.4399273732600075,203.04808411351948,59.183610436501425,25.475991211138204,2.3231131596020536,211,49.763033175355446,0
0.5,30,0.1,8,3,0.8,1.4399273732600075,203.04808411351948,59.183610436501425,25.475991211138204,2.3231131596020536,211,49.763033175355446,0
2.5,30,0.35,5,1,0.8,1.4378628291886801,311.55490787646846,80.97987584086657,41.824925075218296,1.9361630820672526,118,54.23728813559322,1
1.5,14,0.18,8,1,0,1.4373916867790888,282.7183811093249,75.55046257028373,29.20321069515721,2.5870601475615254,201,54.22885572139303,0
2.5,30,0.22,5,1,0.8,1.4354663215800088,306.0280267320342,79.95679292098237,42.261033023283154,1.8919744076518723,118,54.23728813559322,1
2.0,14,0.35,8,3,0.8,1.4351745113185466,425.4892040559917,100.7413290626666,36.90262963341088,2.7299227741607193,85,58.82352941176471,0
2.0,14,0.28,8,1,0,1.4331391602772188,422.6450254470699,100.2842806156258,35.14825414444457,2.8531795691330646,89,57.30337078651685,0
2.0,14,0.3,8,1,0,1.4331391602772188,422.6450254470699,100.2842806156258,35.14825414444457,2.8531795691330646,89,57.30337078651685,0
1.5,10,0.28,5,3,0,1.4304799584671606,406.12805138736866,97.37730253958765,39.266667685921405,2.4798972838354993,127,59.055118110236215,0
2.5,30,0.22,5,3,0.8,1.4303746597582105,302.07641333399243,79.2203407302503,40.80192461322778,1.9415834297328085,120,54.166666666666664,1
0.5,14,0.28,8,1,0,1.4289709050777928,268.49995818585563,72.78573293502816,28.713833216667595,2.5348664661316636,200,55.50000000000001,0
0.5,14,0.28,8,1,0.8,1.4289709050777928,268.49995818585563,72.78573293502816,28.713833216667595,2.5348664661316636,200,55.50000000000001,0
2.5,30,0.18,5,1,0.8,1.42617774349863,292.05346188635446,77.33333125146773,41.01268657935758,1.8855953535702044,118,53.38983050847458,1
0.5,10,0.1,8,3,0,1.4253649543185474,197.97082049638774,58.0598626225773,24.990486938169724,2.323278564608455,220,46.81818181818182,0
0.5,10,0.1,8,3,0.8,1.4253649543185474,197.97082049638774,58.0598626225773,24.990486938169724,2.323278564608455,220,46.81818181818182,0
2.0,14,0.18,8,1,0,1.4252771957276456,388.26156271733305,94.64088269467706,37.30142471386651,2.5371921694855546,93,52.68817204301075,0
2.0,21,0.3,8,1,0.8,1.4243254751665135,328.80937710218234,84.12346804984905,30.14634782315182,2.7905028013125963,137,51.09489051094891,0
2.0,21,0.28,8,1,0.8,1.4239679506957874,332.3354622114047,84.75679807706888,30.945816155881623,2.7388774511594143,138,50.72463768115942,0
2.5,30,0.3,5,1,0.8,1.4237464684541543,304.1834818881015,79.6135501795489,41.82492507521829,1.9034953448540848,118,54.23728813559322,1
2.0,14,0.35,8,1,0.8,1.4235236510010094,416.85395587128704,99.3491988895891,36.902629633410854,2.6921983575837225,84,58.333333333333336,0
1.5,10,0.3,5,1,0,1.4204290299538858,364.83756204263926,90.45841972320012,34.30814233488196,2.6366458096225385,126,59.523809523809526,0
1.5,10,0.35,5,1,0,1.4204290299538858,364.83756204263926,90.45841972320012,34.30814233488196,2.6366458096225385,126,59.523809523809526,0
2.5,30,0.18,5,3,0.8,1.4192217365861888,287.23508799001274,76.41620587016182,40.08752760626015,1.906233944400914,120,53.333333333333336,1
2.5,30,0.28,5,1,0.8,1.4179937944151126,300.7392824359935,78.97019184480676,41.8249250752183,1.8881131694267494,118,54.23728813559322,1
0.5,10,0.1,8,1,0,1.4178749043851617,194.9702602474267,57.39051613570572,26.67147691606118,2.1517562119383786,221,46.15384615384615,0
0.5,10,0.1,8,1,0.8,1.4178749043851617,194.9702602474267,57.39051613570572,26.67147691606118,2.1517562119383786,221,46.15384615384615,0
0.5,14,0.22,8,1,0,1.4061045238070284,253.6344489201,69.82810667469228,26.979419943470667,2.588198961319459,203,53.69458128078818,0
0.5,14,0.22,8,1,0.8,1.4061045238070284,253.6344489201,69.82810667469228,26.979419943470667,2.588198961319459,203,53.69458128078818,0
0.5,30,0.18,5,1,0,1.404729028974217,323.23030789777215,83.11518724747371,40.490868073682215,2.0526896853934318,127,52.75590551181102,0
0.5,30,0.18,5,1,0.8,1.404729028974217,323.23030789777215,83.11518724747371,40.490868073682215,2.0526896853934318,127,52.75590551181102,0
1.0,30,0.28,8,3,0,1.4043526325968867,244.86630388100892,68.04964173295916,32.75612060755718,2.07746340136687,190,55.26315789473685,0
1.0,30,0.28,8,3,0.8,1.4043526325968867,244.86630388100892,68.04964173295916,32.75612060755718,2.07746340136687,190,55.26315789473685,0
1.5,14,0.18,8,3,0.8,1.4028996271223613,273.45422859357734,73.75599609906276,31.579541177136143,2.3355626253513373,197,53.80710659898477,0
2.0,14,0.28,8,3,0.8,1.4028388760285149,400.7446549300209,96.71562423189273,36.90262963341088,2.6208328564295154,85,58.82352941176471,0
2.0,14,0.3,8,3,0.8,1.4028388760285149,400.7446549300209,96.71562423189273,36.90262963341088,2.6208328564295154,85,58.82352941176471,0
1.0,30,0.35,8,3,0,1.4027327173269728,247.67618557317635,68.62240704161499,32.86932480200105,2.0877340029034404,190,55.26315789473685,0
1.0,30,0.35,8,3,0.8,1.4027327173269728,247.67618557317635,68.62240704161499,32.86932480200105,2.0877340029034404,190,55.26315789473685,0
0.5,21,0.1,8,1,0,1.4020321623769119,199.736757412118,58.45196861743285,24.144643501789105,2.4209083316182154,219,47.48858447488584,0
0.5,21,0.1,8,1,0.8,1.4020321623769119,199.736757412118,58.45196861743285,24.144643501789105,2.4209083316182154,219,47.48858447488584,0
0.5,10,0.18,8,3,0,1.4014289934126756,229.7286486701934,64.91634480955754,32.34489579357264,2.007004295943884,211,53.55450236966824,0
0.5,10,0.18,8,3,0.8,1.4014289934126756,229.7286486701934,64.91634480955754,32.34489579357264,2.007004295943884,211,53.55450236966824,0
1.5,14,0.18,8,1,0.8,1.399518627738029,269.83458309019557,73.04785263627652,30.77855178768656,2.3733362485723077,196,53.06122448979592,0
1.0,10,0.18,5,3,0,1.399014388645917,296.8366032779755,78.23729927653567,35.53701128947331,2.201572288655319,138,50.72463768115942,0
1.0,10,0.18,5,3,0.8,1.399014388645917,296.8366032779755,78.23729927653567,35.53701128947331,2.201572288655319,138,50.72463768115942,0
1.0,14,0.1,5,3,0,1.3972006859456785,299.1491335992598,78.67207689877762,30.360509403979908,2.5912634024666477,143,46.15384615384615,0
1.0,14,0.1,5,3,0.8,1.3972006859456785,299.1491335992598,78.67207689877762,30.360509403979908,2.5912634024666477,143,46.15384615384615,0
2.0,21,0.22,8,3,0.8,1.3965959517112396,312.35146731017943,81.1266680057995,28.818841838555986,2.815056498809825,140,49.28571428571429,0
2.5,30,0.28,5,3,0.8,1.3964805979188937,289.23700910393666,76.79805006444047,40.65169715399573,1.8891720503947487,120,54.166666666666664,1
2.5,30,0.3,5,3,0.8,1.3962754351943372,290.62301254729886,77.06174714502313,40.721195844279364,1.8924234798926958,120,54.166666666666664,1
1.0,30,0.35,8,1,0,1.3948073484941386,241.903595210431,67.44278146811705,35.85517757788086,1.8809774772869245,195,53.84615384615385,0
1.0,30,0.35,8,1,0.8,1.3948073484941386,241.903595210431,67.44278146811705,35.85517757788086,1.8809774772869245,195,53.84615384615385,0
1.0,30,0.28,8,1,0,1.3942422722297172,238.18455297113616,66.6766606059697,35.96909988724786,1.8537205772449317,195,53.84615384615385,0
1.0,30,0.28,8,1,0.8,1.3942422722297172,238.18455297113616,66.6766606059697,35.96909988724786,1.8537205772449317,195,53.84615384615385,0
1.0,14,0.1,8,1,0,1.392173826713384,206.0688473342949,59.84701337301135,20.39351562925693,2.9346099250858773,222,43.69369369369369,0
1.0,14,0.1,8,1,0.8,1.392173826713384,206.0688473342949,59.84701337301135,20.39351562925693,2.9346099250858773,222,43.69369369369369,0
1.0,14,0.1,5,1,0,1.3916168581317419,295.95324337049357,78.07083097289338,30.36050940397992,2.5714598504944446,143,46.15384615384615,0
1.0,14,0.1,5,1,0.8,1.3916168581317419,295.95324337049357,78.07083097289338,30.36050940397992,2.5714598504944446,143,46.15384615384615,0
2.0,14,0.28,8,1,0.8,1.3911496759372004,392.5160284632736,95.35141210234413,36.902629633410854,2.583864972484643,84,58.333333333333336,0
2.0,14,0.3,8,1,0.8,1.3911496759372004,392.5160284632736,95.35141210234413,36.902629633410854,2.583864972484643,84,58.333333333333336,0
2.5,30,0.35,5,3,0.8,1.3899893512005819,289.34796377307396,76.81918004291168,40.72119584427937,1.8864667024188941,120,54.166666666666664,1
1.0,30,0.3,8,3,0,1.3896988535031782,240.38661244144274,67.13087103221984,32.891668689196095,2.040968844316198,190,55.26315789473685,0
1.0,30,0.3,8,3,0.8,1.3896988535031782,240.38661244144274,67.13087103221984,32.891668689196095,2.040968844316198,190,55.26315789473685,0
1.0,14,0.35,5,3,0,1.3896433224747085,358.64554926062357,89.3904837969932,34.009544828761726,2.6283940066553333,140,52.142857142857146,0
1.0,14,0.35,5,3,0.8,1.3896433224747085,358.64554926062357,89.3904837969932,34.009544828761726,2.6283940066553333,140,52.142857142857146,0
2.0,14,0.18,8,3,0.8,1.3894609237961146,366.0952624109883,90.87953538088026,38.925932356569945,2.3346784490196426,89,53.93258426966292,0
1.0,14,0.1,8,3,0,1.3861060207518348,207.81233149392077,60.22817812504899,22.272085585919594,2.7042001923306733,219,44.29223744292237,0
1.0,14,0.1,8,3,0.8,1.3861060207518348,207.81233149392077,60.22817812504899,22.272085585919594,2.7042001923306733,219,44.29223744292237,0
1.0,30,0.3,8,1,0,1.3789385546203266,233.6507277847808,65.73604737164283,36.11324194736432,1.820275439891391,195,53.84615384615385,0
1.0,30,0.3,8,1,0.8,1.3789385546203266,233.6507277847808,65.73604737164283,36.11324194736432,1.820275439891391,195,53.84615384615385,0
1.5,14,0.3,5,3,0,1.3788791207172622,304.17324145123376,79.61164204812246,30.85777594215429,2.579953986229005,134,55.970149253731336,0
1.5,14,0.35,5,3,0,1.3788791207172622,304.17324145123376,79.61164204812246,30.85777594215429,2.579953986229005,134,55.970149253731336,0
0.5,14,0.18,8,3,0,1.3778160165329445,238.06034864100184,66.65099035305279,33.66868913555881,1.9796134647446106,208,52.40384615384615,0
0.5,14,0.18,8,3,0.8,1.3778160165329445,238.06034864100184,66.65099035305279,33.66868913555881,1.9796134647446106,208,52.40384615384615,0
1.5,10,0.22,5,3,0,1.3771374347408925,364.637803692007,90.42409680765596,40.18784453357094,2.2500359961360985,128,57.8125,0
1.5,10,0.28,5,1,0,1.3760208335707493,336.5719623720138,85.51377357226096,38.325906938111196,2.231226353243222,126,59.523809523809526,0
2.0,14,0.1,8,3,0,1.3748705131077033,302.1148746440102,79.40190821768773,35.02142031487837,2.2672383787917054,99,48.484848484848484,0
0.5,21,0.1,8,3,0,1.3744076709051427,198.70261404039903,58.222512264237935,23.416907079745737,2.48634510381591,221,47.963800904977376,0
0.5,21,0.1,8,3,0.8,1.3744076709051427,198.70261404039903,58.222512264237935,23.416907079745737,2.48634510381591,221,47.963800904977376,0
1.5,14,0.28,5,3,0,1.3735777390693582,300.36488514355847,78.90006320655039,30.85777594215429,2.5568940339205177,134,55.970149253731336,0
2.0,21,0.22,8,1,0.8,1.3733024973859562,301.8847646401351,79.18451700472092,28.818841838555986,2.747664789873061,138,48.55072463768116,0
2.0,14,0.18,8,1,0.8,1.3731871803670839,355.9611095911406,89.12532040064612,39.20170281417857,2.273506353106964,88,53.40909090909091,0
2.0,14,0.1,8,1,0,1.3717576831106886,300.2877898191042,79.05909451546687,34.95600350506681,2.2616742930583413,98,48.97959183673469,0
1.0,14,0.35,5,1,0,1.3681834978352534,345.78473195130056,87.14531014116463,34.009544828761726,2.5623780200511885,140,51.42857142857142,0
1.0,14,0.35,5,1,0.8,1.3681834978352534,345.78473195130056,87.14531014116463,34.009544828761726,2.5623780200511885,140,51.42857142857142,0
1.0,14,0.3,5,3,0,1.3641898842051619,342.79110470898655,86.61731913794097,34.80571825897887,2.4885945031631747,140,52.142857142857146,0
1.0,14,0.3,5,3,0.8,1.3641898842051619,342.79110470898655,86.61731913794097,34.80571825897887,2.4885945031631747,140,52.142857142857146,0
1.5,10,0.18,5,3,0,1.3608416510469001,343.2481630306384,86.69806506758115,36.76774782674129,2.357992267465602,128,57.03125,0
1.5,14,0.3,5,3,0.8,1.3606280683686167,295.175369141197,77.92406267941408,32.39704880710349,2.4052827510118195,133,55.639097744360896,0
1.5,14,0.35,5,3,0.8,1.3606280683686167,295.175369141197,77.92406267941408,32.39704880710349,2.4052827510118195,133,55.639097744360896,0
2.0,14,0.22,8,3,0,1.3577262270275834,362.88891422973035,90.32693225720767,39.099958983782415,2.310154143503649,90,54.44444444444444,0
1.5,14,0.28,5,3,0.8,1.3552704902687567,291.4517960409515,77.21916962813127,32.39704880710349,2.383524810790788,133,55.639097744360896,0
1.5,10,0.22,5,1,0,1.3517625581270654,318.2275891077151,82.20448366586494,38.325906938111196,2.14488032334392,127,59.055118110236215,0
1.0,21,0.28,8,1,0,1.3481874623938355,268.59061591487466,72.80355550473124,29.94537110237437,2.431212331810396,201,51.741293532338304,0
1.0,21,0.28,8,1,0.8,1.3481874623938355,268.59061591487466,72.80355550473124,29.94537110237437,2.431212331810396,201,51.741293532338304,0
1.0,14,0.22,5,3,0,1.3464563571802344,327.69770424635914,83.92317071569578,37.09453383425937,2.2624134081498255,140,52.142857142857146,0
1.0,14,0.22,5,3,0.8,1.3464563571802344,327.69770424635914,83.92317071569578,37.09453383425937,2.2624134081498255,140,52.142857142857146,0
1.5,21,0.22,8,1,0.8,1.3459649016511916,247.3805594270214,68.5622735384568,27.299297191844136,2.5115032470118046,200,55.50000000000001,0
2.0,14,0.22,8,1,0,1.3458613243148712,355.28236280018587,89.00702535820615,39.099958983782415,2.276396898398891,89,53.93258426966292,0
2.0,14,0.35,5,1,0,1.3458352514415206,371.77439511534027,91.85292900103339,32.6549557626221,2.8128327494527237,88,54.54545454545454,0
2.0,14,0.35,5,3,0,1.3455503625120708,371.17722545213496,91.75089601585088,33.84546622711974,2.71087700196408,90,53.333333333333336,0
1.0,14,0.3,5,1,0,1.3425848710256587,330.29466416739115,84.39061187986705,34.805718258978885,2.4246191746983032,140,51.42857142857142,0
1.0,14,0.3,5,1,0.8,1.3425848710256587,330.29466416739115,84.39061187986705,34.805718258978885,2.4246191746983032,140,51.42857142857142,0
2.0,30,0.28,5,1,0,1.340465492432194,266.1428993089359,72.32145774575756,35.25587632803545,2.05133059444753,130,50.0,0
2.0,30,0.28,5,1,0.8,1.340465492432194,266.1428993089359,72.32145774575756,35.25587632803545,2.05133059444753,130,50.0,0
1.5,14,0.22,5,3,0,1.3371849160288418,277.97493295493393,74.63484695559299,30.958620903798113,2.4107936586554,134,55.223880597014926,0
1.5,14,0.3,5,1,0,1.335724222096391,302.24027404039145,79.2509623537076,28.28980552785403,2.801396505736932,133,56.390977443609025,0
1.5,14,0.35,5,1,0,1.335724222096391,302.24027404039145,79.2509623537076,28.28980552785403,2.801396505736932,133,56.390977443609025,0
1.0,21,0.3,8,1,0,1.3355211129337161,263.7652618388098,71.85136740411593,30.10486794729698,2.3867026266284364,201,51.741293532338304,0
1.0,21,0.3,8,1,0.8,1.3355211129337161,263.7652618388098,71.85136740411593,30.10486794729698,2.3867026266284364,201,51.741293532338304,0
0.5,10,0.18,8,1,0,1.3347735441519584,208.14332107546701,60.30039816702839,33.20302117274586,1.8161117885418494,211,53.08056872037915,0
0.5,10,0.18,8,1,0.8,1.3347735441519584,208.14332107546701,60.30039816702839,33.20302117274586,1.8161117885418494,211,53.08056872037915,0
2.0,14,0.1,8,3,0.8,1.3335275423468562,284.7615842047493,76.10858019692877,38.52226099256636,1.9757038718889173,94,48.93617021276596,0
1.0,14,0.28,5,3,0,1.3332393023206968,323.9931575892998,83.25350741992553,37.04216553665625,2.247533485523123,140,52.142857142857146,0
1.0,14,0.28,5,3,0.8,1.3332393023206968,323.9931575892998,83.25350741992553,37.04216553665625,2.247533485523123,140,52.142857142857146,0
1.5,10,0.35,8,3,0,1.332316284983873,271.8497945960529,73.44260044254752,36.50192231279752,2.0120200742632846,185,56.75675675675676,0
2.0,14,0.1,8,1,0.8,1.3303887830583274,283.0133473300756,75.77205961601649,38.46036863388773,1.970133472648339,93,49.46236559139785,0
1.5,14,0.28,5,1,0,1.3303576932491323,298.4501312804638,78.54081243977183,28.28980552785403,2.7762938264966457,133,56.390977443609025,0
1.5,21,0.22,8,1,0,1.32929515619352,241.63394224715282,67.38739629614889,27.299297191844136,2.468466342653003,202,55.940594059405946,0
1.0,21,0.28,8,3,0,1.3286497431635598,260.12735474589334,71.12863863557652,31.126510158239878,2.285146592855261,199,51.256281407035175,0
1.0,21,0.28,8,3,0.8,1.3286497431635598,260.12735474589334,71.12863863557652,31.126510158239878,2.285146592855261,199,51.256281407035175,0
0.5,10,0.35,5,1,0,1.326261596769594,260.6324878230763,71.22924412670561,29.159020259716318,2.442785919837987,133,54.88721804511278,0
0.5,10,0.35,5,1,0.8,1.326261596769594,260.6324878230763,71.22924412670561,29.159020259716318,2.442785919837987,133,54.88721804511278,0
1.0,14,0.22,5,1,0,1.324885331762343,315.7641994040997,81.75371889317249,37.09453383425939,2.203929000926472,140,51.42857142857142,0
1.0,14,0.22,5,1,0.8,1.324885331762343,315.7641994040997,81.75371889317249,37.09453383425939,2.203929000926472,140,51.42857142857142,0
1.5,10,0.3,8,3,0,1.3248265897207971,267.74421766493003,72.63706133209193,36.50192231279752,1.9899516718500463,185,56.75675675675676,0
2.0,14,0.18,5,1,0,1.3246943662557082,336.67214772754653,85.72283598643482,35.64091496304655,2.405180564957845,89,51.68539325842697,0
1.0,21,0.35,8,1,0,1.3244280996748254,261.3006795681456,71.36219977579081,29.37951689344198,2.4289779860784604,200,51.5,0
1.0,21,0.35,8,1,0.8,1.3244280996748254,261.3006795681456,71.36219977579081,29.37951689344198,2.4289779860784604,200,51.5,0
2.0,14,0.1,5,1,0,1.3229035900017432,297.4570177145691,78.52616310433814,36.80146131481741,2.1337783962595274,91,49.45054945054945,0
1.0,30,0.22,8,3,0,1.321608435570843,213.31519196499193,61.423069430754595,32.58233396573297,1.8851648103341396,192,54.6875,0
1.0,30,0.22,8,3,0.8,1.321608435570843,213.31519196499193,61.423069430754595,32.58233396573297,1.8851648103341396,192,54.6875,0
1.5,14,0.18,5,3,0,1.3199019875038276,260.9469146715841,71.29182604608009,28.988743531443607,2.459293413967771,135,54.074074074074076,0
2.0,14,0.22,8,3,0.8,1.3192251083218611,338.7698395820775,86.09703004260206,40.39899092344131,2.13116783549771,85,55.294117647058826,0
1.5,14,0.22,5,3,0.8,1.3185926813049693,269.560298252964,72.99402812325448,32.495648716391266,2.2462708395304407,133,54.88721804511278,0
1.5,14,0.3,5,1,0.8,1.31818796817801,293.2854342524477,77.5667718277494,28.42876620110498,2.7284607175366795,132,56.060606060606055,0
1.5,14,0.35,5,1,0.8,1.31818796817801,293.2854342524477,77.5667718277494,28.42876620110498,2.7284607175366795,132,56.060606060606055,0
0.5,10,0.3,5,1,0,1.3166163607029624,256.4092735614976,70.38558775422956,29.15902025971634,2.4138529733616734,133,54.88721804511278,0
0.5,10,0.3,5,1,0.8,1.3166163607029624,256.4092735614976,70.38558775422956,29.15902025971634,2.4138529733616734,133,54.88721804511278,0
1.0,21,0.3,8,3,0,1.3160205068394069,255.40340753101884,70.183794646074,31.283334677460328,2.243488278014092,199,51.256281407035175,0
1.0,21,0.3,8,3,0.8,1.3160205068394069,255.40340753101884,70.183794646074,31.283334677460328,2.243488278014092,199,51.256281407035175,0
1.0,14,0.18,8,3,0,1.3152665320152455,231.55943465808474,65.2996740986733,29.699733251572674,2.1986619726699237,213,47.88732394366197,0
1.0,14,0.18,8,3,0.8,1.3152665320152455,231.55943465808474,65.2996740986733,29.699733251572674,2.1986619726699237,213,47.88732394366197,0
2.0,30,0.22,5,1,0,1.3145178649641143,255.61910647203604,70.22709527307444,34.473222380013766,2.037149138509007,131,49.61832061068702,0
2.0,30,0.22,5,1,0.8,1.3145178649641143,255.61910647203604,70.22709527307444,34.473222380013766,2.037149138509007,131,49.61832061068702,0
2.0,14,0.28,5,1,0,1.3137214020839207,349.5592009568265,88.00547383729642,32.6549557626221,2.695011271092588,88,54.54545454545454,0
2.0,14,0.3,5,1,0,1.3137214020839207,349.5592009568265,88.00547383729642,32.6549557626221,2.695011271092588,88,54.54545454545454,0
2.0,14,0.28,5,3,0,1.3134120460068242,348.99015117496896,87.90548704102407,33.84546622711974,2.5972603376515773,90,53.333333333333336,0
2.0,14,0.3,5,3,0,1.3134120460068242,348.99015117496896,87.90548704102407,33.84546622711974,2.5972603376515773,90,53.333333333333336,0
1.5,14,0.28,5,1,0.8,1.3127716487498786,289.57966922239706,76.86329427830954,28.42876620110498,2.7037154456362575,132,56.060606060606055,0
2.0,30,0.3,5,1,0,1.3119143899882144,255.8780325747884,70.27905342789165,34.67410493814446,2.026845496178294,129,50.3875968992248,0
2.0,30,0.3,5,1,0.8,1.3119143899882144,255.8780325747884,70.27905342789165,34.67410493814446,2.026845496178294,129,50.3875968992248,0
1.0,14,0.28,5,1,0,1.3116981179280536,312.0696191812948,81.07474709645248,37.04216553665623,2.1887151013409962,140,51.42857142857142,0
1.0,14,0.28,5,1,0.8,1.3116981179280536,312.0696191812948,81.07474709645248,37.04216553665623,2.1887151013409962,140,51.42857142857142,0
2.0,14,0.22,8,1,0.8,1.3073407584539407,331.5596315863473,84.80645728485392,40.3989909234413,2.099222167344913,84,54.761904761904766,0
0.5,14,0.18,8,1,0,1.3071648664827655,212.34735870147182,61.21380243670711,28.112131679079106,2.177487041378014,206,50.970873786407765,0
0.5,14,0.18,8,1,0.8,1.3071648664827655,212.34735870147182,61.21380243670711,28.112131679079106,2.177487041378014,206,50.970873786407765,0
1.0,30,0.22,8,1,0,1.3066641637203966,205.96469357964105,59.824203161447855,37.22770303068506,1.6069807775176876,198,53.03030303030303,0
1.0,30,0.22,8,1,0.8,1.3066641637203966,205.96469357964105,59.824203161447855,37.22770303068506,1.6069807775176876,198,53.03030303030303,0
0.5,14,0.35,5,3,0,1.3053165598237881,206.293141372121,59.896119628090226,33.923138185522454,1.7656420611950456,135,54.81481481481482,0
